1	3440	1
1	1271	1
1	3693	1
1	667	1
1	4315	1
1	4075	1
1	4316	1
1	4455	1
1	1026	1
1	2432	1
1	1517	1
1	1874	1
1	1719	1
1	2892	1
1	2646	1
2	1237	1
2	3534	1
2	50	1
2	4949	1
2	706	1
2	1188	1
2	4591	1
2	423	1
2	1444	1
2	4774	1
2	1074	1
2	1715	1
2	2158	1
2	450	1
3	4057	1
3	3167	1
3	4669	1
3	4566	1
3	127	1
3	4992	1
3	254	1
3	804	1
3	507	1
3	4171	1
3	4229	1
3	2074	1
3	3499	1
3	4042	1
3	953	1
3	963	1
4	234	1
4	1512	1
4	2720	1
4	1233	1
4	1252	1
4	2968	1
4	3830	1
4	4663	1
4	977	1
4	1556	1
4	4137	1
4	1285	1
4	4772	1
4	2035	1
4	724	1
4	3957	1
4	507	1
5	3119	1
5	3534	1
5	4198	1
5	2797	1
5	49	1
5	4857	1
5	1074	1
5	1688	1
5	1286	1
5	4099	1
5	2915	1
5	2092	1
5	820	1
5	2730	1
6	459	1
6	4006	1
6	2360	1
6	1382	1
6	2653	1
6	3368	1
6	4720	1
6	1953	1
6	4985	1
6	3626	1
7	426	1
7	4791	1
7	1714	1
7	4013	1
7	378	1
7	4128	1
7	1675	1
7	4744	1
7	3019	1
7	3713	1
7	2652	1
7	2669	1
7	1113	1
7	2394	1
7	2039	1
7	1710	1
8	921	1
8	2522	1
8	136	1
8	4851	1
8	2815	1
8	1016	1
8	651	1
8	1560	1
8	2357	1
8	97	1
8	970	1
8	1495	1
8	2507	1
8	2997	1
8	1430	1
8	1117	1
8	668	1
8	622	1
8	1993	1
8	1955	1
8	1074	1
8	67	1
8	4359	1
8	3809	1
8	1043	1
8	4626	1
8	839	1
8	2822	1
8	3490	1
8	4949	1
9	3844	1
9	3011	1
9	2974	1
9	1373	1
9	2779	1
9	952	1
9	1087	1
9	3122	1
9	887	1
9	1100	1
9	3330	1
9	3189	1
9	3624	1
9	2869	1
10	3711	1
10	213	1
10	1815	1
10	4043	1
10	3826	1
10	1652	1
10	4738	1
10	574	1
10	4901	1
10	3438	1
10	1530	1
11	426	1
11	2590	1
11	2287	1
11	665	1
11	52	1
11	1158	1
11	2618	1
11	211	1
11	3942	1
11	204	1
11	1874	1
11	3657	1
11	3749	1
11	1183	1
11	3132	1
11	1004	1
11	2441	1
11	4326	1
11	2327	1
11	2484	1
11	4922	1
11	1530	1
11	1606	1
11	4762	1
11	3304	1
11	2876	1
11	328	1
11	4031	1
11	3895	1
12	2837	1
12	3853	1
12	2614	1
12	3491	1
12	3473	1
12	3227	1
12	1593	1
12	506	1
12	2408	1
12	310	1
12	3366	1
12	2106	1
13	1037	1
13	4301	1
13	2869	1
13	2043	1
13	3180	1
13	353	1
13	939	1
13	23	1
13	3108	1
13	1812	1
14	220	1
14	3186	1
14	4926	1
14	3826	1
14	1969	1
14	3913	1
14	733	1
14	1500	1
14	2326	1
14	2961	1
14	3963	1
14	892	1
14	4627	1
14	2058	1
14	686	1
14	1773	1
14	4967	1
14	1064	1
14	1682	1
14	118	1
14	4410	1
14	1790	1
14	2094	1
14	4249	1
14	4251	1
14	2514	1
14	1853	1
14	1657	1
15	922	1
15	321	1
15	1707	1
15	176	1
15	385	1
15	726	1
15	4501	1
15	1494	1
15	3462	1
15	3715	1
15	3619	1
15	2475	1
15	2099	1
15	4974	1
15	2631	1
15	779	1
15	2639	1
15	1158	1
15	1530	1
15	4335	1
15	3997	1
15	139	1
15	2140	1
15	213	1
15	306	1
15	3942	1
15	2615	1
15	45	1
15	4764	1
15	2369	1
15	1326	1
15	781	1
15	738	1
15	3851	1
15	1469	1
15	2287	1
15	333	1
15	4267	1
15	4275	1
15	4095	1
15	2068	1
