1	708	1
1	785	1
1	898	1
1	183	1
1	122	1
1	266	1
1	628	1
1	839	1
1	421	1
1	124	1
1	51	1
1	425	1
1	605	1
1	451	1
1	846	1
1	334	1
1	461	1
1	676	1
1	999	1
1	685	1
1	707	1
1	28	1
1	367	1
1	379	1
1	295	1
1	782	1
1	806	1
1	229	1
1	663	1
1	116	1
1	803	1
1	442	1
1	37	1
1	805	1
1	414	1
1	362	1
1	675	1
1	773	1
1	929	1
1	441	1
1	750	1
1	927	1
1	872	1
1	214	1
1	495	1
1	222	1
1	437	1
1	532	1
1	448	1
1	835	1
1	7	1
1	813	1
1	208	1
1	906	1
1	752	1
1	405	1
1	873	1
1	439	1
1	351	1
1	976	1
1	399	1
1	235	1
1	388	1
1	257	1
1	137	1
1	802	1
1	283	1
1	775	1
1	420	1
2	121	1
2	959	1
2	356	1
2	725	1
2	592	1
2	226	1
2	18	1
2	205	1
2	603	1
2	155	1
2	832	1
2	260	1
3	331	1
3	758	1
3	635	1
3	575	1
3	338	1
3	881	1
3	474	1
3	614	1
3	96	1
3	694	1
3	323	1
4	28	1
4	726	1
4	211	1
4	294	1
4	332	1
4	546	1
4	787	1
4	483	1
4	277	1
4	353	1
4	349	1
4	701	1
4	579	1
4	704	1
4	275	1
4	730	1
4	958	1
4	378	1
4	382	1
4	930	1
4	760	1
4	436	1
4	944	1
4	921	1
4	757	1
4	314	1
4	972	1
4	572	1
4	446	1
4	292	1
4	352	1
4	171	1
4	268	1
4	444	1
4	144	1
4	606	1
4	205	1
4	235	1
4	948	1
5	344	1
5	678	1
5	354	1
5	440	1
5	342	1
5	306	1
5	661	1
5	847	1
5	514	1
5	466	1
6	612	1
6	212	1
6	541	1
6	39	1
6	260	1
6	631	1
6	757	1
6	594	1
6	542	1
6	418	1
6	465	1
6	178	1
7	424	1
7	178	1
7	173	1
7	693	1
7	370	1
7	344	1
7	865	1
7	301	1
7	411	1
7	700	1
7	610	1
7	465	1
7	791	1
7	39	1
7	739	1
7	89	1
7	454	1
7	282	1
7	558	1
7	745	1
7	534	1
7	272	1
7	56	1
7	202	1
7	641	1
7	974	1
7	103	1
7	509	1
7	250	1
7	808	1
7	61	1
7	618	1
7	689	1
7	209	1
7	627	1
7	675	1
8	324	1
8	928	1
8	40	1
8	441	1
8	942	1
8	875	1
8	827	1
8	376	1
8	429	1
8	221	1
8	328	1
8	887	1
8	205	1
8	829	1
8	70	1
8	824	1
8	449	1
8	507	1
8	500	1
8	555	1
8	275	1
8	945	1
8	962	1
8	670	1
8	368	1
8	576	1
8	699	1
8	895	1
8	675	1
8	920	1
8	123	1
8	751	1
8	65	1
8	923	1
8	444	1
8	314	1
8	668	1
8	433	1
8	350	1
8	305	1
8	53	1
8	87	1
8	115	1
8	963	1
8	955	1
8	81	1
8	705	1
8	176	1
8	936	1
8	771	1
8	927	1
8	265	1
8	990	1
8	28	1
8	523	1
8	428	1
8	543	1
8	216	1
8	613	1
8	960	1
8	545	1
8	233	1
9	914	1
9	293	1
9	898	1
9	605	1
9	388	1
9	913	1
9	531	1
9	367	1
9	266	1
9	95	1
9	421	1
9	629	1
9	495	1
9	752	1
9	334	1
9	976	1
9	52	1
9	569	1
9	731	1
10	8	1
10	87	1
10	275	1
10	984	1
10	968	1
10	962	1
10	167	1
10	63	1
10	990	1
10	476	1
10	771	1
10	500	1
10	81	1
11	427	1
11	76	1
11	515	1
11	168	1
11	924	1
11	745	1
11	285	1
11	527	1
11	917	1
11	444	1
11	601	1
11	882	1
12	164	1
12	189	1
12	569	1
12	91	1
12	952	1
12	917	1
12	444	1
12	601	1
12	713	1
12	566	1
12	729	1
12	841	1
13	846	1
13	379	1
13	112	1
13	826	1
13	323	1
13	520	1
13	599	1
13	458	1
13	303	1
13	575	1
13	964	1
13	682	1
13	220	1
13	543	1
13	670	1
14	754	1
14	337	1
14	117	1
14	504	1
14	77	1
14	909	1
14	378	1
14	224	1
14	955	1
14	203	1
14	773	1
14	986	1
14	435	1
14	245	1
15	467	1
15	733	1
15	28	1
15	851	1
15	172	1
15	944	1
15	932	1
15	813	1
15	121	1
15	405	1
15	93	1
15	295	1
15	440	1
15	522	1
15	428	1
15	592	1
15	535	1
15	445	1
15	108	1
15	91	1
15	603	1
15	205	1
15	106	1
15	998	1
15	424	1
15	395	1
15	251	1
15	533	1
15	372	1
