1	2
2	1
3	9
4	4
5	3
6	7
7	7
8	10
9	2
10	10
11	5
12	5
13	9
14	8
15	1
16	9
17	4
18	1
19	8
20	10
21	10
22	4
23	6
24	7
25	9
26	11
27	2
28	4
29	3
30	5
31	11
32	11
33	11
34	11
35	4
36	1
37	3
38	6
39	7
40	8
41	11
42	3
43	11
44	5
45	9
46	8
47	11
48	11
49	9
50	6
51	2
52	2
53	10
54	5
55	2
56	7
57	4
58	7
59	7
60	8
61	7
62	11
63	5
64	5
65	10
66	5
67	9
68	3
69	7
70	10
71	11
72	9
73	6
74	2
75	11
76	6
77	11
78	9
79	11
80	3
81	10
82	2
83	6
84	7
85	8
86	3
87	10
88	5
89	7
90	2
91	5
92	3
93	8
94	3
95	2
96	9
97	6
98	3
99	11
100	8
101	9
102	2
103	7
104	11
105	9
106	1
107	5
108	11
109	11
110	5
111	8
112	9
113	11
114	9
115	8
116	2
117	8
118	3
119	8
120	3
121	1
122	2
123	10
124	2
125	6
126	7
127	1
128	7
129	3
130	2
131	2
132	11
133	11
134	1
135	8
136	6
137	2
138	7
139	7
140	11
141	4
142	1
143	8
144	11
145	7
146	2
147	10
148	11
149	2
150	11
151	3
152	11
153	1
154	3
155	1
156	8
157	2
158	5
159	5
160	11
161	7
162	3
163	11
164	5
165	9
166	11
167	9
168	6
169	3
170	7
171	4
172	1
173	7
174	1
175	11
176	9
177	3
178	7
179	8
180	6
181	5
182	5
183	6
184	4
185	1
186	9
187	11
188	8
189	5
190	2
191	2
192	4
193	11
194	11
195	8
196	3
197	6
198	11
199	9
200	9
201	3
202	7
203	8
204	6
205	1
206	6
207	8
208	2
209	7
210	6
211	3
212	7
213	5
214	2
215	2
216	6
217	3
218	7
219	8
220	9
221	10
222	2
223	1
224	8
225	3
226	1
227	11
228	9
229	2
230	9
231	5
232	5
233	10
234	5
235	2
236	8
237	11
238	7
239	5
240	6
241	11
242	6
243	3
244	11
245	8
246	3
247	3
248	11
249	8
250	7
251	8
252	6
253	7
254	9
255	7
256	11
257	2
258	4
259	9
260	5
261	4
262	9
263	5
264	6
265	8
266	2
267	11
268	7
269	9
270	5
271	3
272	6
273	9
274	3
275	10
276	2
277	4
278	3
279	5
280	7
281	2
282	7
283	11
284	3
285	5
286	9
287	7
288	3
289	11
290	8
291	9
292	4
293	11
294	4
295	1
296	5
297	3
298	11
299	9
300	9
301	7
302	11
303	9
304	1
305	4
306	3
307	5
308	11
309	7
310	8
311	11
312	6
313	7
314	4
315	11
316	4
317	5
318	11
319	1
320	2
321	10
322	5
323	9
324	10
325	8
326	11
327	6
328	10
329	9
330	6
331	1
332	4
333	9
334	2
335	3
336	5
337	8
338	9
339	11
340	8
341	2
342	3
343	11
344	3
345	9
346	2
347	3
348	5
349	4
350	10
351	2
352	4
353	7
354	6
355	5
356	1
357	2
358	8
359	11
360	7
361	11
362	2
363	5
364	11
365	9
366	5
367	2
368	7
369	8
370	7
371	2
372	3
373	3
374	5
375	6
376	10
377	5
378	8
379	2
380	2
381	9
382	11
383	7
384	9
385	2
386	8
387	11
388	2
389	11
390	8
391	6
392	3
393	8
394	9
395	1
396	5
397	11
398	6
399	2
400	2
401	8
402	4
403	7
404	6
405	1
406	11
407	7
408	7
409	3
410	2
411	5
412	9
413	1
414	2
415	9
416	9
417	11
418	7
419	9
420	5
421	2
422	5
423	7
424	7
425	10
426	11
427	5
428	10
429	10
430	3
431	9
432	7
433	10
434	6
435	11
436	4
437	2
438	11
439	11
440	3
441	10
442	2
443	11
444	5
445	1
446	7
447	7
448	2
449	10
450	3
451	6
452	11
453	4
454	7
455	5
456	7
457	7
458	4
459	7
460	4
461	2
462	9
463	7
464	11
465	7
466	3
467	1
468	3
469	9
470	7
471	8
472	11
473	8
474	9
475	8
476	10
477	2
478	7
479	9
480	11
481	2
482	3
483	4
484	1
485	7
486	7
487	9
488	1
489	6
490	5
491	4
492	5
493	8
494	3
495	2
496	3
497	7
498	5
499	8
500	10
501	1
502	2
503	8
504	8
505	4
506	7
507	7
508	5
509	7
510	7
511	3
512	11
513	7
514	3
515	5
516	4
517	2
518	9
519	7
520	9
521	8
522	7
523	8
524	3
525	8
526	5
527	5
528	3
529	7
530	8
531	2
532	2
533	1
534	7
535	1
536	8
537	7
538	3
539	9
540	9
541	7
542	6
543	10
544	11
545	10
546	4
547	8
548	9
549	6
550	9
551	11
552	11
553	2
554	6
555	10
556	10
557	4
558	7
559	4
560	9
561	3
562	3
563	5
564	6
565	1
566	5
567	3
568	9
569	5
570	3
571	9
572	4
573	7
574	8
575	9
576	10
577	4
578	1
579	4
580	11
581	2
582	6
583	7
584	7
585	11
586	1
587	5
588	1
589	2
590	8
591	8
592	1
593	9
594	7
595	5
596	3
597	3
598	9
599	9
600	11
601	5
602	5
603	1
604	7
605	2
606	4
607	9
608	7
609	8
610	7
611	1
612	7
613	8
614	6
615	7
616	10
617	6
618	7
619	6
620	3
621	3
622	11
623	4
624	3
625	7
626	11
627	7
628	1
629	2
630	7
631	7
632	7
633	4
634	6
635	9
636	5
637	11
638	11
639	5
640	11
641	7
642	11
643	4
644	10
645	4
646	8
647	11
648	4
649	6
650	5
651	11
652	2
653	7
654	9
655	9
656	7
657	5
658	3
659	5
660	11
661	3
662	9
663	2
664	11
665	11
666	7
667	5
668	10
669	7
670	9
671	3
672	7
673	3
674	6
675	2
676	2
677	8
678	3
679	1
680	7
681	7
682	9
683	11
684	11
685	2
686	7
687	8
688	7
689	9
690	11
691	5
692	8
693	7
694	9
695	9
696	2
697	3
698	11
699	7
700	7
701	4
702	1
703	6
704	4
705	10
706	10
707	6
708	2
709	11
710	1
711	11
712	1
713	7
714	11
715	2
716	5
717	9
718	7
719	7
720	11
721	11
722	5
723	7
724	8
725	1
726	4
727	11
728	5
729	5
730	4
731	4
732	5
733	1
734	8
735	5
736	11
737	11
738	11
739	6
740	4
741	7
742	8
743	3
744	9
745	7
746	1
747	8
748	5
749	5
750	2
751	11
752	2
753	5
754	8
755	4
756	5
757	4
758	9
759	7
760	2
761	11
762	6
763	1
764	6
765	9
766	8
767	3
768	4
769	2
770	9
771	10
772	7
773	8
774	5
775	2
776	5
777	5
778	1
779	8
780	7
781	11
782	2
783	11
784	8
785	2
786	6
787	4
788	7
789	6
790	11
791	7
792	6
793	5
794	3
795	6
796	8
797	5
798	6
799	10
800	11
801	9
802	2
803	2
804	3
805	2
806	2
807	11
808	7
809	11
810	10
811	11
812	7
813	2
814	5
815	7
816	10
817	11
818	11
819	2
820	5
821	6
822	9
823	11
824	8
825	11
826	9
827	10
828	7
829	10
830	6
831	7
832	1
833	11
834	5
835	2
836	3
837	1
838	11
839	2
840	11
841	5
842	5
843	8
844	5
845	7
846	2
847	3
848	5
849	3
850	5
851	1
852	9
853	5
854	9
855	8
856	7
857	1
858	3
859	9
860	11
861	6
862	9
863	11
864	7
865	7
866	3
867	9
868	11
869	4
870	8
871	5
872	2
873	2
874	3
875	10
876	11
877	7
878	2
879	4
880	5
881	6
882	5
883	4
884	6
885	3
886	7
887	10
888	3
889	3
890	7
891	4
892	8
893	4
894	10
895	7
896	7
897	11
898	2
899	6
900	2
901	11
902	7
903	7
904	8
905	6
906	2
907	8
908	11
909	8
910	3
911	5
912	10
913	2
914	2
915	9
916	3
917	5
918	9
919	11
920	2
921	4
922	4
923	10
924	11
925	7
926	5
927	2
928	9
929	2
930	4
931	11
932	1
933	4
934	8
935	5
936	5
937	2
938	5
939	11
940	10
941	9
942	7
943	2
944	4
945	2
946	10
947	6
948	4
949	11
950	5
951	11
952	5
953	5
954	8
955	8
956	9
957	7
958	11
959	1
960	10
961	5
962	10
963	10
964	9
965	7
966	5
967	6
968	3
969	3
970	9
971	11
972	4
973	11
974	7
975	9
976	2
977	5
978	4
979	3
980	7
981	4
982	7
983	11
984	3
985	5
986	8
987	8
988	1
989	7
990	10
991	7
992	5
993	3
994	6
995	9
996	5
997	5
998	1
999	2
1000	8
