1	1
2	3
3	8
4	19
5	3
6	9
7	11
8	3
9	2
10	16
11	16
12	14
13	7
14	11
15	16
16	19
17	7
18	19
19	17
20	14
21	19
22	2
23	7
24	17
25	10
26	8
27	4
28	14
29	7
30	15
31	3
32	9
33	14
34	11
35	17
36	7
37	13
38	10
39	9
40	18
41	14
42	2
43	15
44	3
45	16
46	12
47	14
48	5
49	3
50	3
51	17
52	16
53	11
54	5
55	1
56	3
57	14
58	17
59	10
60	2
61	19
62	14
63	19
64	14
65	16
66	12
67	3
68	8
69	12
70	18
71	7
72	18
73	8
74	5
75	14
76	13
77	12
78	10
79	7
80	8
81	5
82	10
83	14
84	13
85	2
86	17
87	2
88	6
89	16
90	17
91	8
92	17
93	3
94	14
95	13
96	17
97	3
98	11
99	5
100	3
101	16
102	4
103	13
104	11
105	17
106	14
107	6
108	2
109	3
110	8
111	11
112	12
113	17
114	12
115	7
116	2
117	3
118	11
119	11
120	6
121	1
122	2
123	11
124	13
125	8
126	9
127	8
128	2
129	18
130	3
131	2
132	12
133	11
134	18
135	11
136	3
137	16
138	18
139	16
140	8
141	2
142	18
143	10
144	11
145	14
146	7
147	1
148	2
149	3
150	18
151	6
152	14
153	17
154	17
155	14
156	12
157	18
158	7
159	2
160	13
161	1
162	8
163	10
164	8
165	10
166	2
167	9
168	8
169	18
170	2
171	1
172	12
173	13
174	1
175	12
176	16
177	12
178	6
179	2
180	18
181	1
182	3
183	11
184	12
185	9
186	5
187	2
188	12
189	19
190	12
191	10
192	3
193	18
194	12
195	2
196	16
197	17
198	17
199	12
200	18
201	14
202	3
203	18
204	9
205	7
206	6
207	19
208	16
209	1
210	12
211	16
212	7
213	16
214	12
215	14
216	16
217	3
218	15
219	14
220	11
221	10
222	12
223	8
224	4
225	9
226	18
227	2
228	12
229	4
230	4
231	19
232	16
233	11
234	19
235	10
236	2
237	6
238	15
239	7
240	3
241	14
242	11
243	17
244	2
245	15
246	18
247	2
248	12
249	4
250	2
251	18
252	17
253	6
254	8
255	4
256	1
257	4
258	8
259	13
260	13
261	8
262	3
263	5
264	16
265	7
266	9
267	12
268	3
269	3
270	10
271	8
272	10
273	1
274	8
275	19
276	8
277	15
278	2
279	15
280	14
281	16
282	13
283	15
284	8
285	18
286	18
287	1
288	6
